1279849361 181.497
1279849362 181.497
1279849574 183.4
1279849846 182.6
1279850435 182.6
1279851905 182.6
1279855173 182.6
1279858338 186.2
1279860160 182.6
1279861189 182.6
1279861228 182.6
1279863411 183.2
1279868960 184
1279903159 182.2
1279905590 181.8
1279906426 181.8
1279923797 179.4
1279927181 181.2
1279931126 181.6
1279932777 181.6
1279940680 180.6
1279944684 181.8
1279952172 182.2
1279957063 182.2
1279991095 180.6
1279994189 180
1279998439 179.8
1280003684 180.4
1280004141 180.4
1280009923 180.8
1280015601 180.2
1280032308 179.6
1280074451 178.6
1280078169 178.6
1280081394 179.4
1280085736 181.0
1280101919 179.4
1280103817 180
1280111811 180.4
1280170126 182.2
1280173194 182
1280175369 182
1280175599 182
1280178070 180.8
1280182643 181.2
1280182866 181.2	
1280185834 181.2
1280188989 180.8
1280203678 181.2
1280210945 179.4
1280254759 178
1280261636 180.4
1280271913 179.8
1280281044 179.6
1280293192 180.2
1280333803 179.8
1280342219 178.8
1280346704 178.8
1280348405 179.4
1280352733 179
1280357309 179.2
1280382966 181.4
1280432666 179.8
1280456364 178
1280470721 178.8
1280510676 179.8
1280515211 179.6
1280516201 179.4
1280519876 179.2
1280521133 179.2
1280524161 179.2
1280524977 179.2
1280529285 179.2
1280531093 179.2
1280545199 178
1280545968 179
1280598919 179.2
1280606486 179.8
1280706183 180.6
1280766694 179.4
1280780071 180
1280809289 179.2
1280943002 178
1280947634 178
1280948973 178
1280949077 178
1280949175 178
1280949201 178
1280949223 178
1280949257 178
1280949299 178
1280949317 178
1280949614 178
1280949845 177.8
1280950413 177.8
1280951231 178
1280954992 178.4
1280966642 177.2
1281033028 177.8
1281055035 178.8
1281063823 178
1281076526 179
